date,year,month,station,state,zone,aqi,category,pm25_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,dominant_pollutant
2022-09-15,2022,9,Mumbai,Maharashtra,West,80,Satisfactory,37.6,54.0,17.8,11.9,2.12,62.0,PM10
2022-09-16,2022,9,Mumbai,Maharashtra,West,47,Good,23.3,42.9,10.4,3.5,1.28,64.6,PM10
2022-09-17,2022,9,Mumbai,Maharashtra,West,36,Good,13.7,30.5,6.9,2.1,0.86,47.2,PM10
2022-09-18,2022,9,Mumbai,Maharashtra,West,72,Satisfactory,28.5,62.0,10.2,5.8,1.32,67.2,NO2
2022-09-19,2022,9,Mumbai,Maharashtra,West,48,Good,17.4,36.1,9.6,7.0,1.3,72.5,NO2
2022-09-20,2022,9,Mumbai,Maharashtra,West,46,Good,17.9,41.1,6.5,2.9,0.95,40.6,PM2.5
2022-09-21,2022,9,Mumbai,Maharashtra,West,48,Good,20.4,34.9,9.7,7.1,0.67,45.7,NO2
2022-09-22,2022,9,Mumbai,Maharashtra,West,71,Satisfactory,36.8,54.4,15.9,4.2,1.66,46.3,NO2
2022-09-23,2022,9,Mumbai,Maharashtra,West,56,Satisfactory,25.2,39.2,12.1,6.1,1.26,59.2,PM10
2022-09-24,2022,9,Mumbai,Maharashtra,West,57,Satisfactory,26.6,40.3,9.4,4.4,1.33,41.3,PM2.5
2022-09-25,2022,9,Mumbai,Maharashtra,West,86,Satisfactory,35.5,80.1,19.7,7.7,1.16,56.7,PM10
2022-09-26,2022,9,Mumbai,Maharashtra,West,36,Good,14.2,32.3,6.2,3.0,0.67,25.5,PM2.5
2022-09-27,2022,9,Mumbai,Maharashtra,West,25,Good,11.3,22.5,6.0,3.2,0.34,20.6,NO2
2022-09-28,2022,9,Mumbai,Maharashtra,West,49,Good,18.7,46.2,11.7,5.2,1.27,54.5,NO2
2022-09-29,2022,9,Mumbai,Maharashtra,West,98,Satisfactory,39.4,68.0,22.7,8.3,1.39,62.4,PM10
2022-09-30,2022,9,Mumbai,Maharashtra,West,36,Good,19.2,31.1,7.3,5.3,0.95,22.2,PM10
2022-10-01,2022,10,Mumbai,Maharashtra,West,207,Poor,89.6,147.7,34.8,24.1,4.14,50.5,PM2.5
2022-10-02,2022,10,Mumbai,Maharashtra,West,240,Poor,87.4,157.8,48.9,16.6,5.31,72.0,PM2.5
2022-10-03,2022,10,Mumbai,Maharashtra,West,342,Very Poor,141.7,288.9,81.9,51.2,8.69,76.3,PM2.5
2022-10-04,2022,10,Mumbai,Maharashtra,West,83,Satisfactory,40.1,78.0,13.7,6.3,1.19,55.1,PM2.5
2022-10-05,2022,10,Mumbai,Maharashtra,West,113,Moderate,42.0,104.0,23.4,9.4,1.98,80.6,PM2.5
2022-10-06,2022,10,Mumbai,Maharashtra,West,123,Moderate,51.7,100.3,28.6,14.4,2.06,14.0,PM2.5
2022-10-07,2022,10,Mumbai,Maharashtra,West,235,Poor,87.5,156.3,48.6,26.8,3.61,52.1,PM2.5
2022-10-08,2022,10,Mumbai,Maharashtra,West,195,Moderate,102.6,135.3,44.9,11.4,4.1,75.7,PM2.5
2022-10-09,2022,10,Mumbai,Maharashtra,West,61,Satisfactory,31.2,39.1,12.3,4.4,1.46,70.0,PM2.5
2022-10-10,2022,10,Mumbai,Maharashtra,West,163,Moderate,63.2,137.2,23.1,22.0,3.84,56.5,PM2.5
2022-10-11,2022,10,Mumbai,Maharashtra,West,288,Poor,108.6,233.0,50.4,42.4,7.41,54.7,PM2.5
2022-10-12,2022,10,Mumbai,Maharashtra,West,157,Moderate,66.3,145.7,28.1,19.4,3.73,52.3,PM2.5
2022-10-13,2022,10,Mumbai,Maharashtra,West,150,Moderate,75.3,105.7,29.7,16.6,2.18,29.2,PM2.5
2022-10-14,2022,10,Mumbai,Maharashtra,West,108,Moderate,43.0,88.4,20.4,15.3,2.82,69.9,PM2.5
2022-10-15,2022,10,Mumbai,Maharashtra,West,59,Satisfactory,24.7,42.8,12.1,7.7,1.0,44.7,PM2.5
2022-10-16,2022,10,Mumbai,Maharashtra,West,137,Moderate,51.0,118.4,27.7,13.7,2.3,22.5,PM2.5
2022-10-17,2022,10,Mumbai,Maharashtra,West,126,Moderate,65.3,110.0,19.2,16.8,2.89,68.9,PM2.5
2022-10-18,2022,10,Mumbai,Maharashtra,West,254,Poor,125.6,221.1,55.7,32.2,5.39,73.8,PM2.5
2022-10-19,2022,10,Mumbai,Maharashtra,West,167,Moderate,60.7,126.5,38.0,15.5,2.07,45.6,PM2.5
2022-10-20,2022,10,Mumbai,Maharashtra,West,155,Moderate,82.7,126.6,31.1,12.7,2.5,38.9,PM2.5
2022-10-21,2022,10,Mumbai,Maharashtra,West,82,Satisfactory,30.8,71.3,20.3,11.8,1.79,45.3,PM2.5
2022-10-22,2022,10,Mumbai,Maharashtra,West,163,Moderate,81.5,142.2,41.4,20.2,3.76,35.2,PM2.5
2022-10-23,2022,10,Mumbai,Maharashtra,West,161,Moderate,63.2,149.7,28.6,10.1,4.06,46.8,PM2.5
2022-10-24,2022,10,Mumbai,Maharashtra,West,178,Moderate,86.2,151.9,32.7,10.0,4.5,43.3,PM2.5
2022-10-25,2022,10,Mumbai,Maharashtra,West,121,Moderate,56.6,96.1,19.8,7.8,1.69,28.0,PM2.5
2022-10-26,2022,10,Mumbai,Maharashtra,West,155,Moderate,58.0,129.1,37.5,8.5,3.84,31.2,PM2.5
2022-10-27,2022,10,Mumbai,Maharashtra,West,92,Satisfactory,36.0,85.9,14.1,12.6,1.91,43.1,PM2.5
2022-10-28,2022,10,Mumbai,Maharashtra,West,141,Moderate,71.5,123.0,28.0,19.2,1.96,38.8,PM2.5
2022-10-29,2022,10,Mumbai,Maharashtra,West,204,Poor,93.4,174.6,42.3,17.5,4.3,61.5,PM2.5
2022-10-30,2022,10,Mumbai,Maharashtra,West,122,Moderate,50.1,82.9,21.8,16.5,2.21,17.6,PM2.5
2022-10-31,2022,10,Mumbai,Maharashtra,West,108,Moderate,47.1,73.1,16.9,12.1,2.35,60.9,PM2.5
2022-11-01,2022,11,Mumbai,Maharashtra,West,136,Moderate,70.1,94.6,19.4,15.7,1.75,20.4,PM2.5
2022-11-02,2022,11,Mumbai,Maharashtra,West,147,Moderate,65.4,114.3,30.7,8.7,3.95,54.9,PM2.5
2022-11-03,2022,11,Mumbai,Maharashtra,West,90,Satisfactory,41.5,61.4,12.8,10.2,2.01,59.2,PM2.5
2022-11-04,2022,11,Mumbai,Maharashtra,West,87,Satisfactory,40.8,57.3,18.5,9.2,1.96,56.7,PM2.5
2022-11-05,2022,11,Mumbai,Maharashtra,West,169,Moderate,63.1,110.8,40.6,16.7,4.23,63.0,PM2.5
2022-11-06,2022,11,Mumbai,Maharashtra,West,101,Moderate,49.1,94.2,15.2,13.8,2.49,17.6,PM2.5
2022-11-07,2022,11,Mumbai,Maharashtra,West,93,Satisfactory,34.3,60.0,18.3,5.5,1.4,22.6,PM2.5
2022-11-08,2022,11,Mumbai,Maharashtra,West,158,Moderate,74.9,110.6,37.8,21.6,3.22,73.0,PM2.5
2022-11-09,2022,11,Mumbai,Maharashtra,West,208,Poor,78.8,151.1,30.8,10.6,3.02,68.2,PM2.5
2022-11-10,2022,11,Mumbai,Maharashtra,West,126,Moderate,67.4,104.7,21.2,12.6,1.95,59.4,PM2.5
2022-11-11,2022,11,Mumbai,Maharashtra,West,121,Moderate,58.2,102.5,20.1,15.2,1.62,54.4,PM2.5
2022-11-12,2022,11,Mumbai,Maharashtra,West,128,Moderate,68.4,112.7,20.4,10.8,1.86,49.9,PM2.5
2022-11-13,2022,11,Mumbai,Maharashtra,West,93,Satisfactory,39.5,73.7,19.8,10.9,1.94,63.2,PM2.5
2022-11-14,2022,11,Mumbai,Maharashtra,West,197,Moderate,73.8,155.5,45.9,11.0,4.59,44.0,PM2.5
2022-11-15,2022,11,Mumbai,Maharashtra,West,177,Moderate,64.1,123.5,32.0,13.0,4.85,70.7,PM2.5
2022-11-16,2022,11,Mumbai,Maharashtra,West,84,Satisfactory,44.3,73.7,14.6,7.4,1.28,69.7,PM2.5
2022-11-17,2022,11,Mumbai,Maharashtra,West,145,Moderate,75.6,108.9,35.3,8.0,4.02,59.7,PM2.5
2022-11-18,2022,11,Mumbai,Maharashtra,West,130,Moderate,64.9,114.5,32.3,10.5,2.53,64.3,PM2.5
2022-11-19,2022,11,Mumbai,Maharashtra,West,165,Moderate,71.1,150.3,24.0,21.2,2.53,59.3,PM2.5
2022-11-20,2022,11,Mumbai,Maharashtra,West,140,Moderate,61.7,112.9,28.8,11.6,2.07,13.2,PM2.5
2022-11-21,2022,11,Mumbai,Maharashtra,West,116,Moderate,52.3,98.2,28.9,14.0,1.48,78.0,PM2.5
2022-11-22,2022,11,Mumbai,Maharashtra,West,175,Moderate,80.2,137.7,31.5,20.3,2.74,49.4,PM2.5
2022-11-23,2022,11,Mumbai,Maharashtra,West,105,Moderate,48.2,77.0,27.1,8.3,2.0,18.7,PM2.5
2022-11-24,2022,11,Mumbai,Maharashtra,West,128,Moderate,47.2,104.8,29.5,8.9,2.29,40.5,PM2.5
2022-11-25,2022,11,Mumbai,Maharashtra,West,171,Moderate,73.6,138.2,31.2,18.7,4.73,47.4,PM2.5
2022-11-26,2022,11,Mumbai,Maharashtra,West,135,Moderate,57.3,129.0,30.4,12.8,1.65,-1.3,PM2.5
2022-11-27,2022,11,Mumbai,Maharashtra,West,166,Moderate,75.4,115.9,23.7,14.2,4.43,50.3,PM2.5
2022-11-28,2022,11,Mumbai,Maharashtra,West,170,Moderate,79.3,138.1,38.2,15.6,3.86,83.5,PM2.5
2022-11-29,2022,11,Mumbai,Maharashtra,West,124,Moderate,63.3,115.2,25.4,6.6,3.33,38.4,PM2.5
2022-11-30,2022,11,Mumbai,Maharashtra,West,108,Moderate,50.5,84.0,21.2,15.0,1.57,83.4,PM2.5
2022-12-01,2022,12,Mumbai,Maharashtra,West,102,Moderate,40.8,65.6,17.1,8.5,1.28,41.1,PM2.5
2022-12-02,2022,12,Mumbai,Maharashtra,West,237,Poor,89.5,196.8,61.6,34.2,2.85,89.4,PM2.5
2022-12-03,2022,12,Mumbai,Maharashtra,West,114,Moderate,42.3,83.8,20.4,11.7,2.57,73.1,PM2.5
2022-12-04,2022,12,Mumbai,Maharashtra,West,103,Moderate,43.0,76.1,18.9,15.4,2.52,66.3,PM2.5
2022-12-05,2022,12,Mumbai,Maharashtra,West,73,Satisfactory,32.7,56.5,17.5,7.0,1.22,21.2,PM2.5
2022-12-06,2022,12,Mumbai,Maharashtra,West,177,Moderate,77.1,151.1,26.0,18.2,2.25,58.1,PM2.5
2022-12-07,2022,12,Mumbai,Maharashtra,West,148,Moderate,61.4,129.9,36.6,9.5,3.49,43.0,PM2.5
2022-12-08,2022,12,Mumbai,Maharashtra,West,96,Satisfactory,45.8,80.2,19.4,13.7,1.95,50.8,PM2.5
2022-12-09,2022,12,Mumbai,Maharashtra,West,144,Moderate,54.8,113.8,23.3,15.8,3.32,55.5,PM2.5
2022-12-10,2022,12,Mumbai,Maharashtra,West,99,Satisfactory,44.0,65.9,22.0,12.8,2.71,48.6,PM2.5
2022-12-11,2022,12,Mumbai,Maharashtra,West,150,Moderate,69.3,140.3,32.3,9.7,2.85,26.5,PM2.5
2022-12-12,2022,12,Mumbai,Maharashtra,West,242,Poor,124.7,168.9,61.5,13.5,6.71,70.2,PM2.5
2022-12-13,2022,12,Mumbai,Maharashtra,West,169,Moderate,83.2,112.1,24.5,10.2,2.26,68.0,PM2.5
2022-12-14,2022,12,Mumbai,Maharashtra,West,80,Satisfactory,41.2,62.6,17.9,9.2,1.37,54.9,PM2.5
2022-12-15,2022,12,Mumbai,Maharashtra,West,106,Moderate,53.4,87.7,18.1,14.0,1.36,25.7,PM2.5
2022-12-16,2022,12,Mumbai,Maharashtra,West,115,Moderate,56.5,107.7,26.5,10.8,1.66,85.8,PM2.5
2022-12-17,2022,12,Mumbai,Maharashtra,West,134,Moderate,50.1,116.6,23.5,7.4,3.54,77.5,PM2.5
2022-12-18,2022,12,Mumbai,Maharashtra,West,69,Satisfactory,33.7,63.7,9.7,8.2,1.67,47.2,PM2.5
2022-12-19,2022,12,Mumbai,Maharashtra,West,140,Moderate,52.7,123.1,33.8,8.5,3.51,20.5,PM2.5
2022-12-20,2022,12,Mumbai,Maharashtra,West,109,Moderate,52.8,69.8,27.4,11.4,2.39,73.9,PM2.5
2022-12-21,2022,12,Mumbai,Maharashtra,West,191,Moderate,98.2,159.5,47.5,20.7,2.81,88.3,PM2.5
2022-12-22,2022,12,Mumbai,Maharashtra,West,159,Moderate,77.3,151.9,23.7,14.8,2.52,61.7,PM2.5
2022-12-23,2022,12,Mumbai,Maharashtra,West,230,Poor,122.8,180.7,53.9,32.6,5.27,60.0,PM2.5
2022-12-24,2022,12,Mumbai,Maharashtra,West,182,Moderate,97.3,174.0,39.5,25.2,2.77,21.8,PM2.5
2022-12-25,2022,12,Mumbai,Maharashtra,West,129,Moderate,56.2,106.9,27.4,10.2,3.45,43.5,PM2.5
2022-12-26,2022,12,Mumbai,Maharashtra,West,133,Moderate,58.3,115.0,29.2,11.7,2.48,65.2,PM2.5
2022-12-27,2022,12,Mumbai,Maharashtra,West,88,Satisfactory,38.9,75.6,20.2,11.3,1.58,36.0,PM2.5
2022-12-28,2022,12,Mumbai,Maharashtra,West,257,Poor,121.7,203.5,55.9,36.2,5.41,47.7,PM2.5
2022-12-29,2022,12,Mumbai,Maharashtra,West,183,Moderate,67.1,139.0,38.0,23.7,3.48,84.3,PM2.5
2022-12-30,2022,12,Mumbai,Maharashtra,West,117,Moderate,52.4,104.9,20.5,7.0,2.38,80.9,PM2.5
2022-12-31,2022,12,Mumbai,Maharashtra,West,255,Poor,136.2,167.7,53.8,30.1,7.08,52.8,PM2.5
2023-01-01,2023,1,Mumbai,Maharashtra,West,150,Moderate,68.1,103.8,27.9,16.3,3.54,54.9,PM2.5
2023-01-02,2023,1,Mumbai,Maharashtra,West,251,Poor,109.7,219.1,39.5,16.6,3.67,67.6,PM2.5
2023-01-03,2023,1,Mumbai,Maharashtra,West,112,Moderate,49.8,104.5,23.6,8.0,1.85,64.0,PM2.5
2023-01-04,2023,1,Mumbai,Maharashtra,West,136,Moderate,63.3,107.1,25.2,9.8,3.13,65.7,PM2.5
2023-01-05,2023,1,Mumbai,Maharashtra,West,97,Satisfactory,48.7,88.6,24.3,6.4,1.64,69.0,PM2.5
2023-01-06,2023,1,Mumbai,Maharashtra,West,126,Moderate,45.4,115.8,22.6,11.5,2.41,57.7,PM2.5
2023-01-07,2023,1,Mumbai,Maharashtra,West,121,Moderate,63.0,101.3,24.6,10.0,1.92,68.6,PM2.5
2023-01-08,2023,1,Mumbai,Maharashtra,West,100,Satisfactory,52.4,79.7,20.1,9.2,2.46,92.1,PM2.5
2023-01-09,2023,1,Mumbai,Maharashtra,West,75,Satisfactory,38.6,62.3,15.8,8.3,1.76,39.5,PM2.5
2023-01-10,2023,1,Mumbai,Maharashtra,West,128,Moderate,62.7,85.3,23.7,7.2,2.61,54.6,PM2.5
2023-01-11,2023,1,Mumbai,Maharashtra,West,95,Satisfactory,40.6,89.1,18.3,12.4,2.55,59.6,PM2.5
2023-01-12,2023,1,Mumbai,Maharashtra,West,152,Moderate,76.9,138.0,21.6,22.1,3.72,48.9,PM2.5
2023-01-13,2023,1,Mumbai,Maharashtra,West,136,Moderate,54.7,128.9,27.2,12.2,3.46,51.7,PM2.5
2023-01-14,2023,1,Mumbai,Maharashtra,West,134,Moderate,57.3,100.8,23.7,9.5,1.98,33.7,PM2.5
2023-01-15,2023,1,Mumbai,Maharashtra,West,187,Moderate,84.4,137.5,29.8,24.9,5.15,54.4,PM2.5
2023-01-16,2023,1,Mumbai,Maharashtra,West,84,Satisfactory,39.3,74.6,16.4,9.5,1.97,30.9,PM2.5
2023-01-17,2023,1,Mumbai,Maharashtra,West,178,Moderate,79.7,153.7,33.4,11.1,3.53,83.1,PM2.5
2023-01-18,2023,1,Mumbai,Maharashtra,West,81,Satisfactory,42.8,57.7,15.3,5.3,1.67,52.1,PM2.5
2023-01-19,2023,1,Mumbai,Maharashtra,West,137,Moderate,54.9,90.0,32.0,15.6,2.39,11.0,PM2.5
2023-01-20,2023,1,Mumbai,Maharashtra,West,61,Satisfactory,30.1,56.2,11.3,5.5,1.15,44.3,PM2.5
2023-01-21,2023,1,Mumbai,Maharashtra,West,157,Moderate,63.5,109.8,26.3,12.0,2.46,59.9,PM2.5
2023-01-22,2023,1,Mumbai,Maharashtra,West,104,Moderate,44.7,87.4,18.2,5.9,1.38,56.6,PM2.5
2023-01-23,2023,1,Mumbai,Maharashtra,West,116,Moderate,49.9,84.6,24.3,11.9,2.28,53.8,PM2.5
2023-01-24,2023,1,Mumbai,Maharashtra,West,104,Moderate,51.3,95.8,26.3,5.8,2.48,41.7,PM2.5
2023-01-25,2023,1,Mumbai,Maharashtra,West,202,Poor,74.7,170.1,36.8,25.6,5.21,32.7,PM2.5
2023-01-26,2023,1,Mumbai,Maharashtra,West,170,Moderate,64.8,131.5,31.2,11.6,4.47,5.4,PM2.5
2023-01-27,2023,1,Mumbai,Maharashtra,West,167,Moderate,86.9,155.6,39.3,11.3,4.19,30.2,PM2.5
2023-01-28,2023,1,Mumbai,Maharashtra,West,167,Moderate,81.4,148.8,25.1,18.1,4.2,46.0,PM2.5
2023-01-29,2023,1,Mumbai,Maharashtra,West,266,Poor,100.9,174.3,62.3,23.5,3.65,68.2,PM2.5
2023-01-30,2023,1,Mumbai,Maharashtra,West,182,Moderate,84.8,125.9,25.8,21.9,3.79,58.8,PM2.5
2023-01-31,2023,1,Mumbai,Maharashtra,West,222,Poor,97.3,150.9,56.1,23.2,4.85,60.5,PM2.5
2023-02-01,2023,2,Mumbai,Maharashtra,West,40,Good,21.6,34.3,7.6,4.2,0.75,62.3,PM10
2023-02-02,2023,2,Mumbai,Maharashtra,West,78,Satisfactory,39.6,70.9,18.6,9.5,2.0,70.1,NO2
2023-02-03,2023,2,Mumbai,Maharashtra,West,55,Satisfactory,28.1,44.0,8.5,3.4,0.8,44.7,NO2
2023-02-04,2023,2,Mumbai,Maharashtra,West,111,Moderate,44.0,101.1,19.3,14.4,2.2,69.9,NO2
2023-02-05,2023,2,Mumbai,Maharashtra,West,59,Satisfactory,24.9,53.6,8.5,8.7,1.32,78.8,PM2.5
2023-02-06,2023,2,Mumbai,Maharashtra,West,175,Moderate,66.9,140.8,45.2,12.9,4.12,29.2,PM10
2023-02-07,2023,2,Mumbai,Maharashtra,West,173,Moderate,68.7,136.8,44.6,12.0,3.84,33.5,PM2.5
2023-02-08,2023,2,Mumbai,Maharashtra,West,155,Moderate,73.0,124.1,22.0,21.7,3.91,88.5,NO2
2023-02-09,2023,2,Mumbai,Maharashtra,West,70,Satisfactory,34.9,66.8,17.8,9.8,1.02,25.7,NO2
2023-02-10,2023,2,Mumbai,Maharashtra,West,46,Good,20.4,39.1,7.9,2.4,0.66,17.8,PM2.5
2023-02-11,2023,2,Mumbai,Maharashtra,West,40,Good,19.9,27.0,10.0,5.6,1.06,40.6,PM10
2023-02-12,2023,2,Mumbai,Maharashtra,West,65,Satisfactory,28.5,44.3,16.8,5.4,1.39,56.0,PM10
2023-02-13,2023,2,Mumbai,Maharashtra,West,109,Moderate,48.4,90.9,16.5,15.1,2.26,72.9,NO2
2023-02-14,2023,2,Mumbai,Maharashtra,West,124,Moderate,63.8,111.7,18.3,9.3,3.23,49.4,NO2
2023-02-15,2023,2,Mumbai,Maharashtra,West,76,Satisfactory,33.4,52.9,19.5,5.4,1.14,68.7,NO2
2023-02-16,2023,2,Mumbai,Maharashtra,West,49,Good,25.9,31.5,6.9,4.9,0.97,65.0,PM10
2023-02-17,2023,2,Mumbai,Maharashtra,West,79,Satisfactory,34.3,73.1,11.1,11.7,1.74,24.8,PM2.5
2023-02-18,2023,2,Mumbai,Maharashtra,West,42,Good,17.4,30.2,9.2,4.4,0.56,54.5,NO2
2023-02-19,2023,2,Mumbai,Maharashtra,West,143,Moderate,53.6,132.2,29.9,20.7,2.05,52.7,NO2
2023-02-20,2023,2,Mumbai,Maharashtra,West,102,Moderate,37.2,95.9,22.2,6.0,1.26,104.9,PM2.5
2023-02-21,2023,2,Mumbai,Maharashtra,West,84,Satisfactory,39.5,67.2,14.9,8.7,1.7,39.1,PM10
2023-02-22,2023,2,Mumbai,Maharashtra,West,106,Moderate,49.7,83.2,17.7,13.1,2.81,42.6,NO2
2023-02-23,2023,2,Mumbai,Maharashtra,West,61,Satisfactory,29.6,58.1,14.0,4.8,1.14,39.4,PM10
2023-02-24,2023,2,Mumbai,Maharashtra,West,121,Moderate,60.4,100.2,20.9,17.4,2.72,43.2,NO2
2023-02-25,2023,2,Mumbai,Maharashtra,West,82,Satisfactory,41.6,73.8,14.8,12.0,1.01,58.5,PM10
2023-02-26,2023,2,Mumbai,Maharashtra,West,130,Moderate,60.0,114.9,31.7,14.3,3.26,23.2,PM2.5
2023-02-27,2023,2,Mumbai,Maharashtra,West,52,Satisfactory,22.8,44.6,8.4,6.1,0.95,35.3,NO2
2023-02-28,2023,2,Mumbai,Maharashtra,West,128,Moderate,67.8,111.1,30.2,18.0,2.92,76.7,NO2
2023-03-01,2023,3,Mumbai,Maharashtra,West,105,Moderate,51.9,81.5,23.7,14.4,2.9,42.1,NO2
2023-03-02,2023,3,Mumbai,Maharashtra,West,76,Satisfactory,33.1,51.3,12.9,10.5,1.35,56.5,NO2
2023-03-03,2023,3,Mumbai,Maharashtra,West,147,Moderate,73.6,102.7,26.0,13.9,2.62,72.2,NO2
2023-03-04,2023,3,Mumbai,Maharashtra,West,121,Moderate,51.1,107.9,20.2,15.4,2.34,48.9,PM2.5
2023-03-05,2023,3,Mumbai,Maharashtra,West,70,Satisfactory,30.3,61.6,10.4,8.1,1.64,39.2,NO2
2023-03-06,2023,3,Mumbai,Maharashtra,West,130,Moderate,51.0,107.6,32.9,14.4,2.83,64.4,NO2
2023-03-07,2023,3,Mumbai,Maharashtra,West,56,Satisfactory,27.2,52.3,7.9,7.7,0.87,74.2,PM10
2023-03-08,2023,3,Mumbai,Maharashtra,West,127,Moderate,64.6,117.5,32.1,12.0,2.86,47.1,NO2
2023-03-09,2023,3,Mumbai,Maharashtra,West,42,Good,18.4,36.9,8.4,5.5,1.0,26.4,PM10
2023-03-10,2023,3,Mumbai,Maharashtra,West,81,Satisfactory,35.5,63.7,19.3,8.5,2.12,47.0,PM2.5
2023-03-11,2023,3,Mumbai,Maharashtra,West,95,Satisfactory,47.1,62.0,13.6,5.5,1.81,85.2,PM10
2023-03-12,2023,3,Mumbai,Maharashtra,West,179,Moderate,73.4,133.0,32.3,21.5,3.5,60.5,PM10
2023-03-13,2023,3,Mumbai,Maharashtra,West,221,Poor,110.1,147.8,51.5,23.5,5.02,59.8,PM2.5
2023-03-14,2023,3,Mumbai,Maharashtra,West,55,Satisfactory,22.1,52.4,11.0,8.2,1.09,15.6,PM2.5
2023-03-15,2023,3,Mumbai,Maharashtra,West,81,Satisfactory,29.7,75.3,19.3,9.9,1.76,19.6,PM10
2023-03-16,2023,3,Mumbai,Maharashtra,West,115,Moderate,53.4,109.5,27.5,17.2,2.46,35.6,PM10
2023-03-17,2023,3,Mumbai,Maharashtra,West,80,Satisfactory,39.0,71.0,11.2,8.0,1.26,21.0,PM2.5
2023-03-18,2023,3,Mumbai,Maharashtra,West,49,Good,20.8,46.1,8.3,2.9,0.64,67.3,PM2.5
2023-03-19,2023,3,Mumbai,Maharashtra,West,196,Moderate,82.1,168.7,28.9,26.6,4.91,51.5,PM2.5
2023-03-20,2023,3,Mumbai,Maharashtra,West,50,Good,24.7,34.1,8.9,3.1,0.96,16.5,PM2.5
2023-03-21,2023,3,Mumbai,Maharashtra,West,45,Good,16.4,39.2,6.4,6.6,0.7,55.2,PM2.5
2023-03-22,2023,3,Mumbai,Maharashtra,West,59,Satisfactory,21.9,46.7,11.9,8.0,1.4,87.9,PM10
2023-03-23,2023,3,Mumbai,Maharashtra,West,60,Satisfactory,26.5,57.3,12.1,7.5,1.38,43.0,PM2.5
2023-03-24,2023,3,Mumbai,Maharashtra,West,68,Satisfactory,33.7,62.7,10.9,5.8,1.87,60.0,NO2
2023-03-25,2023,3,Mumbai,Maharashtra,West,60,Satisfactory,27.7,46.2,11.9,5.1,0.99,68.5,NO2
2023-03-26,2023,3,Mumbai,Maharashtra,West,124,Moderate,64.1,85.5,29.6,9.4,2.34,63.8,NO2
2023-03-27,2023,3,Mumbai,Maharashtra,West,76,Satisfactory,30.1,52.5,15.0,9.6,2.12,68.4,NO2
2023-03-28,2023,3,Mumbai,Maharashtra,West,92,Satisfactory,45.5,85.2,13.7,13.2,1.69,55.6,PM2.5
2023-03-29,2023,3,Mumbai,Maharashtra,West,118,Moderate,63.7,104.6,21.9,12.5,2.11,68.1,NO2
2023-03-30,2023,3,Mumbai,Maharashtra,West,62,Satisfactory,24.8,50.6,15.4,8.8,0.8,35.0,PM10
2023-03-31,2023,3,Mumbai,Maharashtra,West,75,Satisfactory,30.4,50.3,14.0,8.2,1.59,45.5,NO2
2023-04-01,2023,4,Mumbai,Maharashtra,West,35,Good,17.1,31.7,6.4,2.0,0.59,60.9,PM2.5
2023-04-02,2023,4,Mumbai,Maharashtra,West,76,Satisfactory,29.5,59.9,12.7,9.4,0.95,27.6,NO2
2023-04-03,2023,4,Mumbai,Maharashtra,West,48,Good,17.3,44.1,10.6,2.9,1.09,54.1,PM10
2023-04-04,2023,4,Mumbai,Maharashtra,West,63,Satisfactory,27.4,58.2,10.7,5.7,1.09,97.2,PM2.5
2023-04-05,2023,4,Mumbai,Maharashtra,West,84,Satisfactory,43.1,75.2,21.7,10.1,2.02,51.7,PM2.5
2023-04-06,2023,4,Mumbai,Maharashtra,West,137,Moderate,72.0,126.4,33.0,19.8,2.82,65.2,PM2.5
2023-04-07,2023,4,Mumbai,Maharashtra,West,32,Good,14.1,24.6,8.0,2.7,0.82,80.9,NO2
2023-04-08,2023,4,Mumbai,Maharashtra,West,79,Satisfactory,34.8,69.8,17.8,6.5,1.08,68.6,NO2
2023-04-09,2023,4,Mumbai,Maharashtra,West,62,Satisfactory,25.6,44.9,13.4,9.0,1.42,42.1,PM2.5
2023-04-10,2023,4,Mumbai,Maharashtra,West,62,Satisfactory,25.9,56.5,15.4,5.9,0.75,81.7,NO2
2023-04-11,2023,4,Mumbai,Maharashtra,West,61,Satisfactory,22.1,54.8,12.3,7.2,1.62,68.2,PM10
2023-04-12,2023,4,Mumbai,Maharashtra,West,88,Satisfactory,36.3,64.9,20.7,8.4,1.29,113.0,PM2.5
2023-04-13,2023,4,Mumbai,Maharashtra,West,78,Satisfactory,34.6,66.2,15.3,5.0,1.57,31.8,PM10
2023-04-14,2023,4,Mumbai,Maharashtra,West,111,Moderate,54.9,76.4,28.1,12.4,2.84,83.2,PM10
2023-04-15,2023,4,Mumbai,Maharashtra,West,111,Moderate,55.6,85.2,20.7,12.9,1.5,32.5,NO2
2023-04-16,2023,4,Mumbai,Maharashtra,West,100,Satisfactory,37.8,95.1,24.4,11.3,2.51,28.9,NO2
2023-04-17,2023,4,Mumbai,Maharashtra,West,70,Satisfactory,35.9,49.2,13.3,7.4,1.64,60.3,PM2.5
2023-04-18,2023,4,Mumbai,Maharashtra,West,41,Good,20.5,34.8,6.9,2.6,0.9,74.5,PM10
2023-04-19,2023,4,Mumbai,Maharashtra,West,48,Good,20.1,35.4,7.3,5.0,1.16,46.3,NO2
2023-04-20,2023,4,Mumbai,Maharashtra,West,131,Moderate,50.2,102.1,27.9,15.4,3.03,55.7,PM10
