year,month,month_num,state,district,agro_zone,rainfall_mm,normal_mm,departure_mm,departure_pct,category,rainy_days_est
1904,Apr,4,Haryana,Haryana Central,Humid,24.9,22.4,2.5,11.0,Normal,3
1904,May,5,Haryana,Haryana Central,Humid,28.3,37.4,-9.0,-24.2,Deficient,3
1904,Jun,6,Haryana,Haryana Central,Humid,60.5,134.5,-73.9,-55.0,Deficient,7
1904,Jul,7,Haryana,Haryana Central,Humid,121.6,186.8,-65.1,-34.9,Deficient,15
1904,Aug,8,Haryana,Haryana Central,Humid,204.0,164.3,39.7,24.1,Excess,25
1904,Sep,9,Haryana,Haryana Central,Humid,41.4,89.6,-48.3,-53.8,Deficient,5
1904,Oct,10,Haryana,Haryana Central,Humid,40.7,52.3,-11.6,-22.1,Deficient,5
1904,Nov,11,Haryana,Haryana Central,Humid,26.5,22.4,4.1,18.1,Normal,3
1904,Dec,12,Haryana,Haryana Central,Humid,9.4,7.5,1.9,26.1,Excess,1
1904,Jan,1,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,2.5,8.2,-5.7,-69.5,Scanty,0
1904,Feb,2,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,4.1,8.2,-4.0,-49.5,Deficient,0
1904,Mar,3,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,9.3,16.3,-7.1,-43.3,Deficient,1
1904,Apr,4,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,20.6,24.5,-4.0,-16.1,Normal,2
1904,May,5,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,45.3,40.9,4.5,11.0,Normal,5
1904,Jun,6,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,224.4,147.1,77.4,52.6,Excess,28
1904,Jul,7,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,187.8,204.2,-16.5,-8.1,Normal,23
1904,Aug,8,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,168.2,179.7,-11.5,-6.4,Normal,21
1904,Sep,9,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,85.8,98.0,-12.2,-12.5,Normal,10
1904,Oct,10,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,39.8,57.2,-17.4,-30.4,Deficient,4
1904,Nov,11,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,31.1,24.5,6.6,27.0,Excess,3
1904,Dec,12,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,9.5,8.2,1.3,16.0,Normal,1
1904,Jan,1,Jharkhand,Jharkhand Central,Humid,11.2,8.6,2.6,30.7,Excess,1
1904,Feb,2,Jharkhand,Jharkhand Central,Humid,8.3,8.6,-0.3,-3.3,Normal,1
1904,Mar,3,Jharkhand,Jharkhand Central,Humid,20.5,17.1,3.4,19.9,Normal,2
1904,Apr,4,Jharkhand,Jharkhand Central,Humid,32.6,25.7,6.9,27.0,Excess,4
1904,May,5,Jharkhand,Jharkhand Central,Humid,38.9,42.8,-3.9,-9.2,Normal,4
1904,Jun,6,Jharkhand,Jharkhand Central,Humid,144.1,154.1,-10.0,-6.5,Normal,18
1904,Jul,7,Jharkhand,Jharkhand Central,Humid,253.4,214.0,39.4,18.4,Normal,30
1904,Aug,8,Jharkhand,Jharkhand Central,Humid,270.8,188.3,82.5,43.8,Excess,30
1904,Sep,9,Jharkhand,Jharkhand Central,Humid,184.8,102.7,82.1,79.9,Excess,23
1904,Oct,10,Jharkhand,Jharkhand Central,Humid,75.0,59.9,15.0,25.1,Excess,9
1904,Nov,11,Jharkhand,Jharkhand Central,Humid,39.3,25.7,13.7,53.2,Excess,4
1904,Dec,12,Jharkhand,Jharkhand Central,Humid,11.0,8.6,2.4,28.3,Excess,1
1904,Jan,1,Karnataka,Karnataka Central,Humid,4.5,6.7,-2.2,-32.5,Deficient,0
1904,Feb,2,Karnataka,Karnataka Central,Humid,2.2,6.7,-4.4,-66.6,Scanty,0
1904,Mar,3,Karnataka,Karnataka Central,Humid,11.5,13.3,-1.8,-13.6,Normal,1
1904,Apr,4,Karnataka,Karnataka Central,Humid,15.7,20.0,-4.3,-21.6,Deficient,1
1904,May,5,Karnataka,Karnataka Central,Humid,30.0,33.4,-3.3,-10.0,Normal,3
1904,Jun,6,Karnataka,Karnataka Central,Humid,42.5,120.1,-77.5,-64.6,Scanty,5
1904,Jul,7,Karnataka,Karnataka Central,Humid,284.6,166.8,117.9,70.7,Excess,30
1904,Aug,8,Karnataka,Karnataka Central,Humid,50.9,146.7,-95.8,-65.3,Scanty,6
1904,Sep,9,Karnataka,Karnataka Central,Humid,47.2,80.0,-32.8,-41.0,Deficient,5
1904,Oct,10,Karnataka,Karnataka Central,Humid,16.3,46.7,-30.4,-65.2,Scanty,2
1904,Nov,11,Karnataka,Karnataka Central,Humid,16.9,20.0,-3.1,-15.5,Normal,2
1904,Dec,12,Karnataka,Karnataka Central,Humid,4.3,6.7,-2.4,-35.8,Deficient,0
1904,Jan,1,Kerala,Kerala Central,Sub-Humid,28.6,20.8,7.8,37.3,Excess,3
1904,Feb,2,Kerala,Kerala Central,Sub-Humid,15.1,20.8,-5.7,-27.5,Deficient,1
1904,Mar,3,Kerala,Kerala Central,Sub-Humid,48.2,41.6,6.6,15.8,Normal,6
1904,Apr,4,Kerala,Kerala Central,Sub-Humid,130.6,62.4,68.2,109.2,Excess,16
1904,May,5,Kerala,Kerala Central,Sub-Humid,125.1,104.0,21.1,20.3,Excess,15
1904,Jun,6,Kerala,Kerala Central,Sub-Humid,354.2,374.4,-20.2,-5.4,Normal,30
1904,Jul,7,Kerala,Kerala Central,Sub-Humid,503.7,520.0,-16.3,-3.1,Normal,30
1904,Aug,8,Kerala,Kerala Central,Sub-Humid,587.7,457.6,130.1,28.4,Excess,30
1904,Sep,9,Kerala,Kerala Central,Sub-Humid,177.8,249.6,-71.8,-28.8,Deficient,22
1904,Oct,10,Kerala,Kerala Central,Sub-Humid,150.3,145.6,4.7,3.2,Normal,18
1904,Nov,11,Kerala,Kerala Central,Sub-Humid,105.7,62.4,43.3,69.4,Excess,13
1904,Dec,12,Kerala,Kerala Central,Sub-Humid,14.0,20.8,-6.8,-32.5,Deficient,1
1904,Jan,1,Madhya Pradesh,Madhya Pradesh Central,Humid,16.8,23.8,-7.0,-29.3,Deficient,2
1904,Feb,2,Madhya Pradesh,Madhya Pradesh Central,Humid,26.9,23.8,3.1,13.1,Normal,3
1904,Mar,3,Madhya Pradesh,Madhya Pradesh Central,Humid,19.5,47.5,-28.0,-58.9,Deficient,2
1904,Apr,4,Madhya Pradesh,Madhya Pradesh Central,Humid,66.0,71.2,-5.2,-7.3,Normal,8
1904,May,5,Madhya Pradesh,Madhya Pradesh Central,Humid,73.7,118.8,-45.0,-37.9,Deficient,9
1904,Jun,6,Madhya Pradesh,Madhya Pradesh Central,Humid,278.9,427.5,-148.6,-34.8,Deficient,30
1904,Jul,7,Madhya Pradesh,Madhya Pradesh Central,Humid,686.6,593.8,92.8,15.6,Normal,30
1904,Aug,8,Madhya Pradesh,Madhya Pradesh Central,Humid,231.8,522.5,-290.7,-55.6,Deficient,28
1904,Sep,9,Madhya Pradesh,Madhya Pradesh Central,Humid,356.1,285.0,71.1,25.0,Excess,30
1904,Oct,10,Madhya Pradesh,Madhya Pradesh Central,Humid,196.5,166.3,30.3,18.2,Normal,24
1904,Nov,11,Madhya Pradesh,Madhya Pradesh Central,Humid,51.0,71.2,-20.3,-28.4,Deficient,6
1904,Dec,12,Madhya Pradesh,Madhya Pradesh Central,Humid,21.0,23.8,-2.7,-11.6,Normal,2
1904,Jan,1,Maharashtra,Maharashtra Central,Sub-Humid,23.0,21.4,1.6,7.4,Normal,2
1904,Feb,2,Maharashtra,Maharashtra Central,Sub-Humid,53.6,21.4,32.2,150.4,Excess,6
1904,Mar,3,Maharashtra,Maharashtra Central,Sub-Humid,89.5,42.8,46.7,109.1,Excess,11
1904,Apr,4,Maharashtra,Maharashtra Central,Sub-Humid,117.3,64.2,53.1,82.8,Excess,14
1904,May,5,Maharashtra,Maharashtra Central,Sub-Humid,298.1,107.0,191.1,178.6,Excess,30
1904,Jun,6,Maharashtra,Maharashtra Central,Sub-Humid,631.4,385.2,246.2,63.9,Excess,30
1904,Jul,7,Maharashtra,Maharashtra Central,Sub-Humid,960.9,535.0,425.9,79.6,Excess,30
1904,Aug,8,Maharashtra,Maharashtra Central,Sub-Humid,582.0,470.8,111.2,23.6,Excess,30
1904,Sep,9,Maharashtra,Maharashtra Central,Sub-Humid,442.6,256.8,185.8,72.3,Excess,30
1904,Oct,10,Maharashtra,Maharashtra Central,Sub-Humid,173.2,149.8,23.4,15.6,Normal,21
1904,Nov,11,Maharashtra,Maharashtra Central,Sub-Humid,82.9,64.2,18.7,29.2,Excess,10
1904,Dec,12,Maharashtra,Maharashtra Central,Sub-Humid,25.8,21.4,4.4,20.3,Excess,3
1904,Jan,1,Manipur,Manipur Central,Sub-Humid,19.9,8.2,11.8,144.5,Excess,2
1904,Feb,2,Manipur,Manipur Central,Sub-Humid,7.2,8.2,-0.9,-11.2,Normal,0
1904,Mar,3,Manipur,Manipur Central,Sub-Humid,28.4,16.3,12.1,74.0,Excess,3
1904,Apr,4,Manipur,Manipur Central,Sub-Humid,35.6,24.4,11.1,45.6,Excess,4
1904,May,5,Manipur,Manipur Central,Sub-Humid,61.9,40.8,21.2,52.0,Excess,7
1904,Jun,6,Manipur,Manipur Central,Sub-Humid,168.4,146.7,21.7,14.8,Normal,21
1904,Jul,7,Manipur,Manipur Central,Sub-Humid,208.4,203.8,4.6,2.3,Normal,26
1904,Aug,8,Manipur,Manipur Central,Sub-Humid,168.9,179.3,-10.4,-5.8,Normal,21
1904,Sep,9,Manipur,Manipur Central,Sub-Humid,112.9,97.8,15.1,15.4,Normal,14
1904,Oct,10,Manipur,Manipur Central,Sub-Humid,111.7,57.1,54.6,95.7,Excess,13
1904,Nov,11,Manipur,Manipur Central,Sub-Humid,28.1,24.4,3.6,14.8,Normal,3
1904,Dec,12,Manipur,Manipur Central,Sub-Humid,11.1,8.2,3.0,36.6,Excess,1
1904,Jan,1,Meghalaya,Meghalaya Central,Semi-Arid,6.2,11.9,-5.7,-48.0,Deficient,0
1904,Feb,2,Meghalaya,Meghalaya Central,Semi-Arid,15.4,11.9,3.4,28.8,Excess,1
1904,Mar,3,Meghalaya,Meghalaya Central,Semi-Arid,26.1,23.9,2.3,9.5,Normal,3
1904,Apr,4,Meghalaya,Meghalaya Central,Semi-Arid,45.9,35.8,10.1,28.3,Excess,5
1904,May,5,Meghalaya,Meghalaya Central,Semi-Arid,40.6,59.7,-19.0,-31.9,Deficient,5
1904,Jun,6,Meghalaya,Meghalaya Central,Semi-Arid,103.4,214.7,-111.4,-51.9,Deficient,12
1904,Jul,7,Meghalaya,Meghalaya Central,Semi-Arid,251.8,298.2,-46.5,-15.6,Normal,30
1904,Aug,8,Meghalaya,Meghalaya Central,Semi-Arid,253.2,262.5,-9.2,-3.5,Normal,30
1904,Sep,9,Meghalaya,Meghalaya Central,Semi-Arid,91.0,143.2,-52.2,-36.4,Deficient,11
1904,Oct,10,Meghalaya,Meghalaya Central,Semi-Arid,28.2,83.5,-55.3,-66.2,Scanty,3
1904,Nov,11,Meghalaya,Meghalaya Central,Semi-Arid,44.4,35.8,8.6,24.0,Excess,5
1904,Dec,12,Meghalaya,Meghalaya Central,Semi-Arid,7.5,11.9,-4.4,-37.1,Deficient,0
1904,Jan,1,Mizoram,Mizoram Central,Humid,23.1,7.4,15.7,211.1,Excess,2
1904,Feb,2,Mizoram,Mizoram Central,Humid,20.3,7.4,12.9,173.3,Excess,2
1904,Mar,3,Mizoram,Mizoram Central,Humid,26.7,14.9,11.8,79.4,Excess,3
1904,Apr,4,Mizoram,Mizoram Central,Humid,27.6,22.3,5.3,23.9,Excess,3
1904,May,5,Mizoram,Mizoram Central,Humid,39.0,37.1,1.9,5.0,Normal,4
1904,Jun,6,Mizoram,Mizoram Central,Humid,199.9,133.7,66.2,49.5,Excess,24
1904,Jul,7,Mizoram,Mizoram Central,Humid,170.9,185.8,-14.8,-8.0,Normal,21
1904,Aug,8,Mizoram,Mizoram Central,Humid,223.7,163.5,60.2,36.8,Excess,27
1904,Sep,9,Mizoram,Mizoram Central,Humid,146.1,89.2,56.9,63.8,Excess,18
1904,Oct,10,Mizoram,Mizoram Central,Humid,103.3,52.0,51.3,98.6,Excess,12
1904,Nov,11,Mizoram,Mizoram Central,Humid,34.0,22.3,11.7,52.6,Excess,4
1904,Dec,12,Mizoram,Mizoram Central,Humid,10.9,7.4,3.5,46.9,Excess,1
1904,Jan,1,Nagaland,Nagaland Central,Sub-Humid,35.6,13.7,21.9,159.5,Excess,4
1904,Feb,2,Nagaland,Nagaland Central,Sub-Humid,20.6,13.7,6.9,50.1,Excess,2
1904,Mar,3,Nagaland,Nagaland Central,Sub-Humid,37.6,27.4,10.1,36.9,Excess,4
1904,Apr,4,Nagaland,Nagaland Central,Sub-Humid,75.4,41.2,34.2,83.1,Excess,9
1904,May,5,Nagaland,Nagaland Central,Sub-Humid,112.5,68.6,43.9,64.0,Excess,14
1904,Jun,6,Nagaland,Nagaland Central,Sub-Humid,370.1,247.0,123.2,49.9,Excess,30
1904,Jul,7,Nagaland,Nagaland Central,Sub-Humid,516.8,343.0,173.8,50.7,Excess,30
1904,Aug,8,Nagaland,Nagaland Central,Sub-Humid,290.3,301.8,-11.5,-3.8,Normal,30
1904,Sep,9,Nagaland,Nagaland Central,Sub-Humid,213.7,164.6,49.1,29.8,Excess,26
1904,Oct,10,Nagaland,Nagaland Central,Sub-Humid,47.3,96.0,-48.8,-50.8,Deficient,5
1904,Nov,11,Nagaland,Nagaland Central,Sub-Humid,70.5,41.2,29.3,71.2,Excess,8
1904,Dec,12,Nagaland,Nagaland Central,Sub-Humid,22.8,13.7,9.1,66.0,Excess,2
1904,Jan,1,Odisha,Odisha Central,Semi-Arid,22.3,15.9,6.4,40.3,Excess,2
1904,Feb,2,Odisha,Odisha Central,Semi-Arid,20.7,15.9,4.8,30.1,Excess,2
1904,Mar,3,Odisha,Odisha Central,Semi-Arid,18.0,31.8,-13.8,-43.4,Deficient,2
1904,Apr,4,Odisha,Odisha Central,Semi-Arid,106.2,47.7,58.5,122.6,Excess,13
1904,May,5,Odisha,Odisha Central,Semi-Arid,65.6,79.6,-14.0,-17.5,Normal,8
1904,Jun,6,Odisha,Odisha Central,Semi-Arid,244.3,286.4,-42.1,-14.7,Normal,30
1904,Jul,7,Odisha,Odisha Central,Semi-Arid,578.0,397.8,180.3,45.3,Excess,30
1904,Aug,8,Odisha,Odisha Central,Semi-Arid,558.5,350.0,208.5,59.6,Excess,30
1904,Sep,9,Odisha,Odisha Central,Semi-Arid,206.3,190.9,15.4,8.0,Normal,25
1904,Oct,10,Odisha,Odisha Central,Semi-Arid,90.4,111.4,-20.9,-18.8,Normal,11
1904,Nov,11,Odisha,Odisha Central,Semi-Arid,43.3,47.7,-4.4,-9.3,Normal,5
1904,Dec,12,Odisha,Odisha Central,Semi-Arid,22.6,15.9,6.7,41.9,Excess,2
1904,Jan,1,Punjab,Punjab Central,Sub-Humid,13.3,21.5,-8.2,-38.2,Deficient,1
1904,Feb,2,Punjab,Punjab Central,Sub-Humid,20.9,21.5,-0.6,-2.8,Normal,2
1904,Mar,3,Punjab,Punjab Central,Sub-Humid,34.8,43.0,-8.2,-19.1,Deficient,4
1904,Apr,4,Punjab,Punjab Central,Sub-Humid,65.7,64.6,1.1,1.7,Normal,8
1904,May,5,Punjab,Punjab Central,Sub-Humid,85.6,107.6,-22.0,-20.5,Deficient,10
1904,Jun,6,Punjab,Punjab Central,Sub-Humid,351.9,387.4,-35.4,-9.1,Normal,30
1904,Jul,7,Punjab,Punjab Central,Sub-Humid,1714.2,538.0,1176.2,218.6,Excess,30
1904,Aug,8,Punjab,Punjab Central,Sub-Humid,265.7,473.4,-207.8,-43.9,Deficient,30
1904,Sep,9,Punjab,Punjab Central,Sub-Humid,192.7,258.2,-65.5,-25.4,Deficient,24
1904,Oct,10,Punjab,Punjab Central,Sub-Humid,124.4,150.6,-26.2,-17.4,Normal,15
1904,Nov,11,Punjab,Punjab Central,Sub-Humid,70.0,64.6,5.4,8.4,Normal,8
1904,Dec,12,Punjab,Punjab Central,Sub-Humid,16.8,21.5,-4.7,-21.9,Deficient,2
1904,Jan,1,Rajasthan,Rajasthan Central,Humid,10.3,14.1,-3.8,-27.1,Deficient,1
1904,Feb,2,Rajasthan,Rajasthan Central,Humid,6.3,14.1,-7.7,-54.8,Deficient,0
1904,Mar,3,Rajasthan,Rajasthan Central,Humid,26.7,28.1,-1.4,-5.1,Normal,3
1904,Apr,4,Rajasthan,Rajasthan Central,Humid,48.4,42.2,6.2,14.7,Normal,6
1904,May,5,Rajasthan,Rajasthan Central,Humid,59.0,70.3,-11.3,-16.1,Normal,7
1904,Jun,6,Rajasthan,Rajasthan Central,Humid,139.6,253.1,-113.5,-44.8,Deficient,17
1904,Jul,7,Rajasthan,Rajasthan Central,Humid,291.3,351.5,-60.2,-17.1,Normal,30
1904,Aug,8,Rajasthan,Rajasthan Central,Humid,138.8,309.3,-170.5,-55.1,Deficient,17
1904,Sep,9,Rajasthan,Rajasthan Central,Humid,129.3,168.7,-39.4,-23.3,Deficient,16
1904,Oct,10,Rajasthan,Rajasthan Central,Humid,110.8,98.4,12.4,12.6,Normal,13
1904,Nov,11,Rajasthan,Rajasthan Central,Humid,35.6,42.2,-6.6,-15.7,Normal,4
1904,Dec,12,Rajasthan,Rajasthan Central,Humid,8.7,14.1,-5.4,-38.3,Deficient,1
1904,Jan,1,Sikkim,Sikkim Central,Sub-Humid,11.3,21.5,-10.2,-47.5,Deficient,1
1904,Feb,2,Sikkim,Sikkim Central,Sub-Humid,15.9,21.5,-5.6,-26.2,Deficient,1
1904,Mar,3,Sikkim,Sikkim Central,Sub-Humid,87.2,43.1,44.1,102.3,Excess,10
1904,Apr,4,Sikkim,Sikkim Central,Sub-Humid,53.1,64.6,-11.5,-17.8,Normal,6
1904,May,5,Sikkim,Sikkim Central,Sub-Humid,173.5,107.7,65.8,61.1,Excess,21
1904,Jun,6,Sikkim,Sikkim Central,Sub-Humid,640.3,387.7,252.5,65.1,Excess,30
1904,Jul,7,Sikkim,Sikkim Central,Sub-Humid,473.8,538.5,-64.7,-12.0,Normal,30
1904,Aug,8,Sikkim,Sikkim Central,Sub-Humid,554.4,473.9,80.5,17.0,Normal,30
1904,Sep,9,Sikkim,Sikkim Central,Sub-Humid,100.1,258.5,-158.4,-61.3,Scanty,12
1904,Oct,10,Sikkim,Sikkim Central,Sub-Humid,86.8,150.8,-64.0,-42.4,Deficient,10
1904,Nov,11,Sikkim,Sikkim Central,Sub-Humid,32.7,64.6,-32.0,-49.5,Deficient,4
1904,Dec,12,Sikkim,Sikkim Central,Sub-Humid,11.6,21.5,-9.9,-46.0,Deficient,1
1904,Jan,1,Tamil Nadu,Tamil Nadu Central,Arid,14.9,20.6,-5.7,-27.9,Deficient,1
1904,Feb,2,Tamil Nadu,Tamil Nadu Central,Arid,14.8,20.6,-5.8,-28.2,Deficient,1
1904,Mar,3,Tamil Nadu,Tamil Nadu Central,Arid,50.5,41.3,9.2,22.4,Excess,6
1904,Apr,4,Tamil Nadu,Tamil Nadu Central,Arid,36.9,61.9,-25.0,-40.3,Deficient,4
1904,May,5,Tamil Nadu,Tamil Nadu Central,Arid,69.5,103.2,-33.7,-32.7,Deficient,8
1904,Jun,6,Tamil Nadu,Tamil Nadu Central,Arid,593.5,371.3,222.2,59.8,Excess,30
1904,Jul,7,Tamil Nadu,Tamil Nadu Central,Arid,334.8,515.8,-181.0,-35.1,Deficient,30
1904,Aug,8,Tamil Nadu,Tamil Nadu Central,Arid,466.4,453.9,12.5,2.8,Normal,30
1904,Sep,9,Tamil Nadu,Tamil Nadu Central,Arid,351.1,247.6,103.5,41.8,Excess,30
1904,Oct,10,Tamil Nadu,Tamil Nadu Central,Arid,97.3,144.4,-47.2,-32.7,Deficient,12
1904,Nov,11,Tamil Nadu,Tamil Nadu Central,Arid,106.9,61.9,45.0,72.7,Excess,13
1904,Dec,12,Tamil Nadu,Tamil Nadu Central,Arid,27.0,20.6,6.4,31.0,Excess,3
1904,Jan,1,Telangana,Telangana Central,Sub-Humid,11.9,8.9,3.1,34.5,Excess,1
1904,Feb,2,Telangana,Telangana Central,Sub-Humid,13.0,8.9,4.1,46.6,Excess,1
1904,Mar,3,Telangana,Telangana Central,Sub-Humid,8.1,17.7,-9.6,-54.4,Deficient,1
1904,Apr,4,Telangana,Telangana Central,Sub-Humid,21.5,26.6,-5.1,-19.3,Deficient,2
1904,May,5,Telangana,Telangana Central,Sub-Humid,35.0,44.3,-9.3,-21.0,Deficient,4
1904,Jun,6,Telangana,Telangana Central,Sub-Humid,153.4,159.5,-6.0,-3.8,Normal,19
1904,Jul,7,Telangana,Telangana Central,Sub-Humid,456.2,221.5,234.7,106.0,Excess,30
1904,Aug,8,Telangana,Telangana Central,Sub-Humid,117.4,194.9,-77.5,-39.8,Deficient,14
1904,Sep,9,Telangana,Telangana Central,Sub-Humid,65.6,106.3,-40.7,-38.3,Deficient,8
1904,Oct,10,Telangana,Telangana Central,Sub-Humid,91.9,62.0,29.9,48.1,Excess,11
1904,Nov,11,Telangana,Telangana Central,Sub-Humid,50.0,26.6,23.4,88.0,Excess,6
1904,Dec,12,Telangana,Telangana Central,Sub-Humid,4.7,8.9,-4.2,-46.8,Deficient,0
1904,Jan,1,Tripura,Tripura Central,Arid,19.2,9.1,10.1,110.3,Excess,2
1904,Feb,2,Tripura,Tripura Central,Arid,5.3,9.1,-3.8,-41.7,Deficient,0
1904,Mar,3,Tripura,Tripura Central,Arid,34.7,18.3,16.4,89.9,Excess,4
1904,Apr,4,Tripura,Tripura Central,Arid,39.1,27.4,11.7,42.5,Excess,4
1904,May,5,Tripura,Tripura Central,Arid,84.0,45.7,38.3,83.9,Excess,10
1904,Jun,6,Tripura,Tripura Central,Arid,325.9,164.5,161.4,98.1,Excess,30
1904,Jul,7,Tripura,Tripura Central,Arid,176.4,228.5,-52.1,-22.8,Deficient,22
1904,Aug,8,Tripura,Tripura Central,Arid,316.3,201.1,115.3,57.3,Excess,30
1904,Sep,9,Tripura,Tripura Central,Arid,185.3,109.7,75.7,69.0,Excess,23
1904,Oct,10,Tripura,Tripura Central,Arid,45.6,64.0,-18.4,-28.7,Deficient,5
1904,Nov,11,Tripura,Tripura Central,Arid,40.7,27.4,13.3,48.5,Excess,5
1904,Dec,12,Tripura,Tripura Central,Arid,12.4,9.1,3.3,36.1,Excess,1
1904,Jan,1,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,28.6,24.8,3.8,15.2,Normal,3
1904,Feb,2,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,15.3,24.8,-9.5,-38.3,Deficient,1
1904,Mar,3,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,25.3,49.6,-24.3,-49.0,Deficient,3
1904,Apr,4,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,33.3,74.5,-41.2,-55.3,Deficient,4
1904,May,5,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,151.6,124.1,27.5,22.1,Excess,18
1904,Jun,6,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,343.8,446.8,-103.0,-23.1,Deficient,30
1904,Jul,7,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,373.2,620.5,-247.3,-39.8,Deficient,30
1904,Aug,8,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,405.2,546.0,-140.8,-25.8,Deficient,30
1904,Sep,9,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,205.9,297.8,-91.9,-30.9,Deficient,25
1904,Oct,10,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,244.8,173.7,71.0,40.9,Excess,30
1904,Nov,11,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,39.5,74.5,-34.9,-46.9,Deficient,4
1904,Dec,12,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,51.9,24.8,27.1,109.2,Excess,6
1904,Jan,1,Uttarakhand,Uttarakhand Central,Semi-Arid,2.7,4.1,-1.4,-33.6,Deficient,0
1904,Feb,2,Uttarakhand,Uttarakhand Central,Semi-Arid,3.1,4.1,-1.0,-24.2,Deficient,0
1904,Mar,3,Uttarakhand,Uttarakhand Central,Semi-Arid,2.7,8.2,-5.5,-66.6,Scanty,0
1904,Apr,4,Uttarakhand,Uttarakhand Central,Semi-Arid,22.4,12.3,10.2,82.9,Excess,2
1904,May,5,Uttarakhand,Uttarakhand Central,Semi-Arid,21.8,20.5,1.4,6.8,Normal,2
1904,Jun,6,Uttarakhand,Uttarakhand Central,Semi-Arid,105.4,73.6,31.7,43.1,Excess,13
1904,Jul,7,Uttarakhand,Uttarakhand Central,Semi-Arid,123.3,102.2,21.1,20.6,Excess,15
1904,Aug,8,Uttarakhand,Uttarakhand Central,Semi-Arid,47.0,90.0,-43.0,-47.8,Deficient,5
1904,Sep,9,Uttarakhand,Uttarakhand Central,Semi-Arid,39.4,49.1,-9.7,-19.7,Deficient,4
1904,Oct,10,Uttarakhand,Uttarakhand Central,Semi-Arid,9.7,28.6,-19.0,-66.2,Scanty,1
1904,Nov,11,Uttarakhand,Uttarakhand Central,Semi-Arid,10.3,12.3,-2.0,-16.3,Normal,1
1904,Dec,12,Uttarakhand,Uttarakhand Central,Semi-Arid,4.4,4.1,0.3,7.3,Normal,0
1904,Jan,1,West Bengal,West Bengal Central,Arid,22.1,16.9,5.2,30.9,Excess,2
1904,Feb,2,West Bengal,West Bengal Central,Arid,18.4,16.9,1.5,8.7,Normal,2
1904,Mar,3,West Bengal,West Bengal Central,Arid,25.8,33.8,-8.0,-23.7,Deficient,3
1904,Apr,4,West Bengal,West Bengal Central,Arid,42.5,50.7,-8.2,-16.2,Normal,5
1904,May,5,West Bengal,West Bengal Central,Arid,28.7,84.5,-55.8,-66.0,Scanty,3
1904,Jun,6,West Bengal,West Bengal Central,Arid,259.1,304.2,-45.1,-14.8,Normal,30
1904,Jul,7,West Bengal,West Bengal Central,Arid,542.7,422.5,120.2,28.5,Excess,30
1904,Aug,8,West Bengal,West Bengal Central,Arid,519.4,371.8,147.6,39.7,Excess,30
1904,Sep,9,West Bengal,West Bengal Central,Arid,243.0,202.8,40.2,19.8,Normal,30
1904,Oct,10,West Bengal,West Bengal Central,Arid,58.4,118.3,-59.9,-50.6,Deficient,7
1904,Nov,11,West Bengal,West Bengal Central,Arid,36.6,50.7,-14.1,-27.8,Deficient,4
1904,Dec,12,West Bengal,West Bengal Central,Arid,25.8,16.9,8.9,52.6,Excess,3
1904,Jan,1,Delhi,Delhi Central,Humid,7.0,4.6,2.4,52.7,Excess,0
1904,Feb,2,Delhi,Delhi Central,Humid,4.3,4.6,-0.3,-5.7,Normal,0
1904,Mar,3,Delhi,Delhi Central,Humid,7.8,9.2,-1.4,-14.8,Normal,0
1904,Apr,4,Delhi,Delhi Central,Humid,3.0,13.8,-10.8,-78.0,Scanty,0
1904,May,5,Delhi,Delhi Central,Humid,15.2,23.0,-7.8,-33.8,Deficient,1
1904,Jun,6,Delhi,Delhi Central,Humid,78.8,82.8,-4.0,-4.8,Normal,9
1904,Jul,7,Delhi,Delhi Central,Humid,70.9,115.0,-44.1,-38.4,Deficient,8
1904,Aug,8,Delhi,Delhi Central,Humid,89.8,101.2,-11.4,-11.3,Normal,11
1904,Sep,9,Delhi,Delhi Central,Humid,42.0,55.2,-13.2,-23.9,Deficient,5
1904,Oct,10,Delhi,Delhi Central,Humid,14.6,32.2,-17.6,-54.6,Deficient,1
